uf,municipio,desastre,decreto_estadual,data_estadual,processo,data_dou,link,cobrade,slug,geocodigo,municipiocod_TSE,semana,ano
PB,Serra Grande,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,serra-grande-pb,2515708,22152,19,2019
PB,Serra Redonda,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,serra-redonda-pb,2515807,22179,19,2019
PB,Solânea,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,solanea-pb,2516003,22217,19,2019
PB,Soledade,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,soledade-pb,2516102,22233,19,2019
PB,Sousa,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,sousa-pb,2516201,22250,19,2019
PB,Sumé,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,sume-pb,2516300,22276,19,2019
PB,Tacima,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,tacima-pb,2516409,22292,19,2019
PB,Taperoá,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,taperoa-pb,2516508,22314,19,2019
PB,Tavares,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,tavares-pb,2516607,22330,19,2019
PB,Teixeira,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,teixeira-pb,2516706,22357,19,2019
PB,Triunfo,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,triunfo-pb,2516805,22373,19,2019
PB,Uiraúna,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,uirauna-pb,2516904,22390,19,2019
PB,Umbuzeiro,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,umbuzeiro-pb,2517001,22411,19,2019
PB,Várzea,EStiagem – 1.4.1.1.0,39080,01/04/19,59051.006821/2019-15,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.133-de-3-de-maio-de-2019-87069528,1.4.1.1.0,varzea-pb,2517100,22438,19,2019
PA,Bragança,TempestadeLocal Convectiva/ChuvasIntensas - 1.3.2.1.4,72,01/04/2019,59051.006785/2019-90,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.3.2.1.4,braganca-pa,1501709,4332,19,2019
PA,Monte Alegre,Enxurradas - 1.2.2.0.0,156,11/04/2019,59051.006815/2019-68,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.2.2.0.0,monte-alegre-pa,1504802,4952,19,2019
MA,Icatu,TempestadeLocal Convectiva/ChuvasIntensas - 1.3.2.1.4,6,12/03/2019,59051.006768/2019-52,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.3.2.1.4,icatu-ma,2105104,7994,19,2019
MA,Paço do Lumiar,Alagamentos - 1.2.3.0.0,3307,27/03/2019,59051.006770/2019-21,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.2.3.0.0,paco-do-lumiar-ma,2107506,8494,19,2019
PI,Caridade do Piauí,Estiagem - 1.4.1.1.0,5,25/03/2019,59051.006764/2019-74,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.4.1.1.0,caridade-do-piaui-pi,2202554,12165,19,2019
BA,Encruzilhada,Estiagem - 1.4.1.1.0,18,03/04/2019,59051.006823/2019-12,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.4.1.1.0,encruzilhada-ba,2910404,35076,19,2019
BA,Igaporã,Enxurradas - 1.2.2.0.0,22,21/03/2019,59051.006735/2019-11,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.2.2.0.0,igapora-ba,2913408,35696,19,2019
BA,Jacobina,Inundações - 1.2.1.0.0,54,05/04/2019,59051.006841/2019-96,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.2.1.0.0,jacobina-ba,2917508,36510,19,2019
MT,Nortelândia,TempestadeLocal Convectiva/ChuvasIntensas - 1.3.2.1.4,311,22/03/2019,59051.006809/2019-19,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.141-de-3-de-maio-de-2019-87069877,1.3.2.1.4,nortelandia-mt,5106000,91197,19,2019
PI,Teresina,Enxurradas - 1.2.2.0.0,18498,04/04/19,59051.006812/2019-24,07/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.155-de-6-de-maio-de-2019-87069570,1.2.2.0.0,teresina-pi,2211001,12190,19,2019
PA,Ipixuna do Pará,Chuvas Intensas - 1.3.2.1.4,46,09/04/19,59051.006798/2019-69,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.3.2.1.4,ipixuna-do-para-pa,1503457,4189,19,2019
PA,Belterra,Enxurradas - 1.2.2.0.0,98,12/04/19,59051.006828/2019-37,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.2.2.0.0,belterra-pa,1501451,4804,19,2019
PA,Viseu,Chuvas Intensas - 1.3.2.1.4,32,11/04/19,59051.006804/2019-88,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.3.2.1.4,viseu-pa,1508308,5657,19,2019
BA,São Sebastião do Passé,Enxurradas - 1.2.2.0.0,16,08/04/19,59051.006795/2019-25,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.2.2.0.0,sao-sebastiao-do-passe-ba,2929503,38890,19,2019
MG,Mamonas,Seca - 1.4.1.2.0,9,15/03/19,59051.006737/2019-00,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.4.1.2.0,mamonas-mg,3139250,40401,19,2019
MG,Candeias,Chuvas intensas - 1.3.2.1.4,2548,25/03/19,59051.006833/2019-40,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.3.2.1.4,candeias-mg,3112000,42390,19,2019
MG,Varzelândia,Estiagem - 1.4.1.1.0,12,19/03/19,59051.006855/2019-18,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.4.1.1.0,varzelandia-mg,3170909,54178,19,2019
ES,Muniz Freire,Chuvas Intensas - 1.3.2.1.4,7929,22/03/19,59051.006811/2019-80,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.3.2.1.4,muniz-freire-es,3203700,56731,19,2019
SP,São Simão,Chuvas Intensas - 1.3.2.1.4,2215,14/03/19,59051.006748/2019-81,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.3.2.1.4,sao-simao-sp,3550902,71196,19,2019
SC,Joinville,Chuvas Intensas - 1.3.2.1.4,33826,27/03/19,59051.006803/2019-33,10/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.172-de-8-de-maio-de-2019-89143152,1.3.2.1.4,joinville-sc,4209102,81795,19,2019
BA,Boa Nova,Estiagem - 1.4.1.1.0,12,19/02/2019,59051.006813/2019-79,16/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.220-de-15-de-maio-de-2019-101782703,1.4.1.1.0,boa-nova-ba,2903706,33731,20,2019
PE,Quixaba,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,quixaba-pe,2611533,23000,21,2019
PE,Afogados da Ingazeira,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,afogados-da-ingazeira-pe,2600104,23019,21,2019
PE,Afrânio,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,afranio-pe,2600203,23035,21,2019
PE,Santa Cruz da Baixa Verde,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,santa-cruz-da-baixa-verde-pe,2612471,23043,21,2019
PE,Santa Cruz,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,santa-cruz-pe,2612455,23108,21,2019
PE,Dormentes,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,dormentes-pe,2605152,23140,21,2019
PE,Carnaubeira da Penha,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,carnaubeira-da-penha-pe,2603926,23167,21,2019
PE,Lagoa Grande,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,lagoa-grande-pe,2608750,23183,21,2019
PE,Araripina,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,araripina-pe,2601102,23213,21,2019
PE,Arcoverde,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,arcoverde-pe,2601201,23230,21,2019
PE,Manari,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,manari-pe,2609154,23248,21,2019
PE,Jatobá,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,jatoba-pe,2608057,23264,21,2019
PE,Belém do São Francisco,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,belem-do-sao-francisco-pe,2601607,23310,21,2019
PE,Santa Filomena,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,santa-filomena-pe,2612554,23329,21,2019
PE,Betânia,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,betania-pe,2601805,23353,21,2019
PE,Bodocó,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,bodoco-pe,2602001,23396,21,2019
PE,Brejinho,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,brejinho-pe,2602506,23493,21,2019
PE,Cabrobó,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,cabrobo-pe,2603009,23590,21,2019
PE,Calumbi,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,calumbi-pe,2603405,23671,21,2019
PE,Carnaíba,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,carnaiba-pe,2603900,23779,21,2019
PE,Cedro,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,cedro-pe,2604304,23850,21,2019
PE,Custódia,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,custodia-pe,2605103,24015,21,2019
PE,Exu,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,exu-pe,2605301,24058,21,2019
PE,Flores,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,flores-pe,2605608,24112,21,2019
PE,Floresta,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,floresta-pe,2605707,24139,21,2019
PE,Granito,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,granito-pe,2606309,24252,21,2019
PE,Ibimirim,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,ibimirim-pe,2606606,24317,21,2019
PE,Iguaracy,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,iguaracy-pe,2606903,24376,21,2019
PE,Inajá,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,inaja-pe,2607000,24392,21,2019
PE,Ingazeira,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,ingazeira-pe,2607109,24414,21,2019
PE,Ipubi,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,ipubi-pe,2607307,24457,21,2019
PE,Itacuruba,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,itacuruba-pe,2607406,24473,21,2019
PE,Itapetim,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,itapetim-pe,2607703,24538,21,2019
PE,Mirandiba,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,mirandiba-pe,2609303,24856,21,2019
PE,Orocó,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,oroco-pe,2609808,24953,21,2019
PE,Ouricuri,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,ouricuri-pe,2609907,24970,21,2019
PE,Parnamirim,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,parnamirim-pe,2610400,25070,21,2019
PE,Petrolândia,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,petrolandia-pe,2611002,25194,21,2019
PE,Petrolina,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,petrolina-pe,2611101,25216,21,2019
PE,Salgueiro,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,salgueiro-pe,2612208,25437,21,2019
PE,Santa Maria da Boa Vista,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,santa-maria-da-boa-vista-pe,2612604,25518,21,2019
PE,Santa Terezinha,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,santa-terezinha-pe,2612802,25550,21,2019
PE,São José do Belmonte,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,sao-jose-do-belmonte-pe,2613503,25690,21,2019
PE,Serra Talhada,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,serra-talhada-pe,2613909,25771,21,2019
PE,Serrita,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,serrita-pe,2614006,25798,21,2019
PE,Sertânia,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,sertania-pe,2614105,25810,21,2019
PE,Solidão,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,solidao-pe,2614402,25879,21,2019
PE,Tabira,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,tabira-pe,2614600,25917,21,2019
PE,Tacaratu,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,tacaratu-pe,2614808,25950,21,2019
PE,Terra Nova,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,terra-nova-pe,2615201,26034,21,2019
PE,Trindade,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,trindade-pe,2615607,26115,21,2019
PE,Triunfo,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,triunfo-pe,2615706,26131,21,2019
PE,Tuparetama,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,tuparetama-pe,2615904,26174,21,2019
PE,Verdejante,EStiagem – 1.4.1.1.0,47232,22/03/19,59051.006843/2019-85,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.244.-de-17-de-maio-de-2019-108888822,1.4.1.1.0,verdejante-pe,2616100,26212,21,2019
AM,Borba,Inundações - 1.2.1.0.0,55,23/04/2019,59051.006866/2019-90,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.1.0.0,borba-am,1300805,2178,21,2019
AM,Manacapuru,Alagamentos - 1.2.3.0.0,2075,01/04/2019,59051.006801/2019-44,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.3.0.0,manacapuru-am,1302504,2534,21,2019
PA,Augusto Corrêa,Tempestade Local Convectiva/Chuvas Intensas - 1.3.2.1.4,32,10/04/2019,59051.006850/2019-87,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.3.2.1.4,augusto-correa-pa,1500909,4170,21,2019
PA,Cachoeira do Arari,Inundações - 1.2.1.0.0,21,24/04/2019,59051.006839/2019-17,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.1.0.0,cachoeira-do-arari-pa,1502004,4391,21,2019
PA,Curuçá,Enxurradas - 1.2.2.0.0,19,08/04/2019,59051.006806/2019-77,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.2.0.0,curuca-pa,1502905,4570,21,2019
PA,Curuá,Inundações - 1.2.1.0.0,128,24/04/2019,59051.006840/2019-41,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.1.0.0,curua-pa,1502855,4740,21,2019
PA,Cachoeira do Piriá,Tempestade Local Convectiva/Chuvas Intensas - 1.3.2.1.4,38,15/04/2019,59051.006824/2019-59,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.3.2.1.4,cachoeira-do-piria-pa,1501956,4766,21,2019
PA,Prainha,Inundações - 1.2.1.0.0,9,15/04/2019,59051.006844/2019-20,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.1.0.0,prainha-pa,1506005,5193,21,2019
PA,Santa Cruz do Arari,Inundações - 1.2.1.0.0,11,04/04/2019,59051.006786/2019-34,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.1.0.0,santa-cruz-do-arari-pa,1506401,5274,21,2019
PA,São Félix do Xingu,Inundações - 1.2.1.0.0,2149,29/03/2019,59051.006739/2019-91,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.1.0.0,sao-felix-do-xingu-pa,1507300,5452,21,2019
PA,São João do Araguaia,Enxurradas - 1.2.2.0.0,6,16/04/2019,59051.006744/2019-01,20/05/2019,https://www.in.gov.br/web/dou/-/portaria-n%C2%BA-1.247-de-17-de-maio-de-2019-108889091,1.2.2.0.0,sao-joao-do-araguaia-pa,1507508,5495,21,2019
